,0,1,2,3,4,5,6,7,8,9,10,11,12,13
62,TFT6_Augment_Weakspot,TFT7_Augment_Preparation2,TFT6_Augment_Ascension,1,"['TFT7_Gnar', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Lulu', 2, 'TFT_Item_GuardianAngel', 'noItems', 'noItems']","['TFT7_Volibear', 3, 'TFT_Item_GuinsoosRageblade', 'TFT_Item_Bloodthirster', 'TFT_Item_Quicksilver']","['TFT7_Anivia', 2, 'TFT_Item_ArchangelsStaff', 'TFT_Item_Redemption', 'TFT_Item_HextechGunblade']","['TFT7_Neeko', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Ornn', 2, 'TFT_Item_RedBuff', 'TFT_Item_Redemption', 'TFT_Item_HextechGunblade']","['TFT7_DragonGreen', 2, 'TFT_Item_WarmogsArmor', 'noItems', 'noItems']",,,
63,TFT7_Augment_BandOfThieves1,TFT6_Augment_PortableForge,TFT6_Augment_Ascension,3,"['TFT7_Gnar', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Kayn', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Elise', 1, 'TFT_Item_ThiefsGloves', 'TFT_Item_RapidFireCannon', 'TFT_Item_Bloodthirster']","['TFT7_Hecarim', 1, 'TFT_Item_ThiefsGloves', 'TFT_Item_IonicSpark', 'TFT_Item_Deathblade']","['TFT7_Neeko', 2, 'TFT_Item_RedBuff', 'TFT_Item_TitanicHydra', 'TFT_Item_BrambleVest']","['TFT7_Xayah', 2, 'TFT_Item_StatikkShiv', 'TFT_Item_GuinsoosRageblade', 'noItems']","['TFT7_Yasuo', 1, 'TFT_Item_TitansResolve', 'noItems', 'noItems']","['TFT7_Shyvana', 1, 'TFT4_Item_OrnnTheCollector', 'TFT_Item_UnstableConcoction', 'TFT_Item_TitansResolve']",,
64,TFT6_Augment_ThreesCompany,TFT6_Augment_ThrillOfTheHunt2,TFT7_Augment_WarriorEmblem,4,"['TFT7_Aatrox', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Yone', 2, 'TFT_Item_RunaansHurricane', 'TFT_Item_RecurveBow', 'noItems']","['TFT7_Shen', 2, 'TFT_Item_Redemption', 'noItems', 'noItems']","['TFT7_Olaf', 3, 'TFT_Item_Bloodthirster', 'TFT_Item_RapidFireCannon', 'TFT_Item_Quicksilver']","['TFT7_Sona', 2, 'TFT7_Item_WarriorEmblemItem', 'noItems', 'noItems']","['TFT7_Yasuo', 2, 'TFT_Item_SpearOfShojin', 'TFT_Item_LocketOfTheIronSolari', 'TFT_Item_InfinityEdge']","['TFT7_Shyvana', 2, 'TFT_Item_DragonsClaw', 'TFT_Item_UnstableConcoction', 'TFT_Item_WarmogsArmor']",,,
65,TFT6_Augment_Weakspot,TFT6_Augment_SecondWind1,TFT6_Augment_PortableForge,8,"['TFT7_Nami', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Tristana', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Lulu', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Sylas', 2, 'TFT4_Item_OrnnAnimaVisage', 'TFT_Item_DragonsClaw', 'TFT_Item_ChainVest']","['TFT7_Anivia', 1, 'TFT_Item_ThiefsGloves', 'TFT_Item_Morellonomicon', 'TFT_Item_GuardianAngel']","['TFT7_Yasuo', 1, 'noItems', 'noItems', 'noItems']","['TFT7_AoShin', 1, 'TFT_Item_ArchangelsStaff', 'TFT_Item_MadredsBloodrazor', 'noItems']","['TFT7_TrainerDragon', 1, 'TFT7_Item_TrainerSnax', 'noItems', 'noItems']",,
66,TFT7_Augment_MysticTrait2,TFT6_Augment_TinyTitans,TFT7_Augment_FirstAidKit2,4,"['TFT7_Heimerdinger', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Nami', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Tristana', 2, 'TFT_Item_GuinsoosRageblade', 'noItems', 'noItems']","['TFT7_Lulu', 2, 'TFT_Item_Chalice', 'TFT_Item_Chalice', 'noItems']","['TFT7_Neeko', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Bard', 1, 'TFT_Item_StatikkShiv', 'TFT_Item_SpearOfShojin', 'noItems']","['TFT7_Shyvana', 2, 'TFT_Item_TitansResolve', 'TFT_Item_RedBuff', 'TFT_Item_HextechGunblade']","['TFT7_TrainerDragon', 4, 'TFT7_Item_TrainerSnax', 'noItems', 'noItems']",,
67,TFT7_Augment_GuildEmblem,TFT7_Augment_SwiftshotTrait,TFT6_Augment_PandorasItems,2,"['TFT7_Sejuani', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Lillia', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Twitch', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Ryze', 2, 'TFT_Item_HextechGunblade', 'TFT_Item_ArchangelsStaff', 'TFT_Item_JeweledGauntlet']","['TFT7_Hecarim', 2, 'TFT_Item_WarmogsArmor', 'TFT_Item_GargoyleStoneplate', 'TFT_Item_Morellonomicon']","['TFT7_Talon', 2, 'TFT_Item_InfinityEdge', 'TFT_Item_UnstableConcoction', 'TFT_Item_IonicSpark']","['TFT7_Zoe', 1, 'TFT7_Item_GuildEmblemItem', 'TFT_Item_UnstableConcoction', 'TFT_Item_GuinsoosRageblade']","['TFT7_Bard', 1, 'noItems', 'noItems', 'noItems']",,
68,TFT7_Augment_ShimmerscaleTrait,TFT6_Augment_Ascension,TFT6_Augment_SalvageBin,7,"['TFT7_Sett', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Aatrox', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Kayn', 2, 'TFT7_Item_ShimmerscaleDravensAxe', 'noItems', 'noItems']","['TFT7_Swain', 2, 'TFT_Item_StatikkShiv', 'TFT7_Item_ShimmerscaleGoldmancersStaff', 'TFT_Item_GuinsoosRageblade']","['TFT7_Volibear', 2, 'TFT7_Item_ShimmerscaleHeartOfGold', 'noItems', 'noItems']","['TFT7_DragonGold', 1, 'TFT_Item_RedBuff', 'TFT_Item_GargoyleStoneplate', 'TFT7_Item_ShimmerscaleDiamondHands']",,,,
69,TFT7_Augment_GuildLoot,TFT7_Augment_MirageHallucinate,TFT7_Augment_MirageEmblem2,3,"['TFT7_Leona', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Yone', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Twitch', 2, 'TFT_Item_StatikkShiv', 'TFT_Item_Shroud', 'noItems']","['TFT7_Nunu', 2, 'TFT_Item_RedBuff', 'TFT_Item_HextechGunblade', 'TFT_Item_WarmogsArmor']","['TFT7_Lulu', 2, 'TFT_Item_RabadonsDeathcap', 'noItems', 'noItems']","['TFT7_Hecarim', 2, 'TFT7_Item_MirageEmblemItem', 'TFT_Item_IonicSpark', 'noItems']","['TFT7_DragonBlue', 2, 'TFT_Item_JeweledGauntlet', 'TFT_Item_UnstableConcoction', 'TFT_Item_MadredsBloodrazor']","['TFT7_Yasuo', 1, 'TFT_Item_GuardianAngel', 'noItems', 'noItems']",,
70,TFT6_Augment_SecondWind1,TFT6_Augment_TradeSectorPlus,TFT6_Augment_MakeshiftArmor3,8,"['TFT7_Leona', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Lillia', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Shen', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Braum', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Olaf', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Olaf', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Lulu', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Diana', 2, 'TFT_Item_RedBuff', 'TFT_Item_FrozenHeart', 'TFT_Item_NegatronCloak']",,
71,TFT7_Augment_BandOfThieves1,TFT6_Augment_TomeOfTraits1,TFT6_Augment_MaxLevel10,3,"['TFT7_Nami', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Thresh', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Elise', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Nunu', 2, 'TFT_Item_ThiefsGloves', 'TFT_Item_DragonsClaw', 'TFT_Item_HextechGunblade']","['TFT7_Sylas', 2, 'TFT7_Item_MirageEmblemItem', 'TFT_Item_Redemption', 'noItems']","['TFT7_DragonBlue', 1, 'TFT7_Item_WhispersEmblemItem', 'TFT_Item_GuinsoosRageblade', 'TFT_Item_StatikkShiv']","['TFT7_Zoe', 2, 'TFT_Item_Chalice', 'TFT_Item_MadredsBloodrazor', 'noItems']","['TFT7_Yasuo', 1, 'TFT_Item_TitansResolve', 'TFT_Item_Bloodthirster', 'TFT_Item_LastWhisper']",,
72,TFT7_Augment_WhispersTrait,TFT7_Augment_MageEmblem,TFT6_Augment_BlueBattery2,8,"['TFT7_Vladimir', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Heimerdinger', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Nami', 3, 'TFT_Item_PowerGauntlet', 'noItems', 'noItems']","['TFT7_Lillia', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Ryze', 2, 'TFT_Item_MadredsBloodrazor', 'TFT_Item_SpearOfShojin', 'noItems']","['TFT7_Sylas', 1, 'TFT_Item_GargoyleStoneplate', 'TFT_Item_RedBuff', 'TFT_Item_GargoyleStoneplate']","['TFT7_Illaoi', 3, 'TFT7_Item_MageEmblemItem', 'noItems', 'noItems']",,,
73,TFT7_Augment_ShimmerscaleTrait,TFT6_Augment_Weakspot,TFT6_Augment_Recombobulator,4,"['TFT7_Vladimir', 2, 'TFT_Item_LocketOfTheIronSolari', 'noItems', 'noItems']","['TFT7_Nami', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Lulu', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Sylas', 2, 'TFT_Item_Redemption', 'TFT_Item_DragonsClaw', 'TFT_Item_RedBuff']","['TFT7_Illaoi', 2, 'TFT_Item_ThiefsGloves', 'TFT_Item_StatikkShiv', 'TFT_Item_StatikkShiv']","['TFT7_Yasuo', 1, 'TFT_Item_SeraphsEmbrace', 'noItems', 'noItems']","['TFT7_AurelionSol', 2, 'TFT_Item_Bloodthirster', 'TFT_Item_JeweledGauntlet', 'TFT_Item_InfinityEdge']",,,
74,TFT6_Augment_CelestialBlessing1,TFT6_Augment_ItemGrabBag1,TFT7_Augment_MirageHallucinate,6,"['TFT7_Sejuani', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Yone', 2, 'TFT_Item_RapidFireCannon', 'TFT_Item_GuardianAngel', 'noItems']","['TFT7_Lillia', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Nunu', 2, 'TFT_Item_NeedlesslyLargeRod', 'noItems', 'noItems']","['TFT7_Hecarim', 1, 'noItems', 'noItems', 'noItems']","['TFT7_DragonBlue', 1, 'TFT_Item_MadredsBloodrazor', 'TFT_Item_Quicksilver', 'TFT_Item_GuinsoosRageblade']","['TFT7_Yasuo', 1, 'TFT_Item_Bloodthirster', 'TFT7_Item_CavalierEmblemItem', 'TFT_Item_InfinityEdge']",,,
75,TFT7_Augment_RagewingTrait,TFT6_Augment_TinyTitans,TFT6_Augment_SunfireBoard,7,"['TFT7_Sett', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Kayn', 2, 'TFT_Item_FrozenHeart', 'noItems', 'noItems']","['TFT7_Shen', 2, 'noItems', 'noItems', 'noItems']","['TFT7_LeeSin', 1, 'TFT_Item_DragonsClaw', 'TFT_Item_ChainVest', 'noItems']","['TFT7_Swain', 2, 'TFT_Item_GuinsoosRageblade', 'TFT_Item_ArchangelsStaff', 'noItems']","['TFT7_Xayah', 1, 'TFT_Item_ZekesHerald', 'noItems', 'noItems']","['TFT7_Ornn', 1, 'noItems', 'noItems', 'noItems']",,,
76,TFT6_Augment_PortableForge,TFT6_Augment_PandorasItems,TFT6_Augment_ThrillOfTheHunt2,4,"['TFT7_Heimerdinger', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Tristana', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Lulu', 2, 'TFT_Item_ThiefsGloves', 'TFT_Item_WarmogsArmor', 'TFT_Item_IonicSpark']","['TFT7_Sylas', 2, 'TFT_Item_ThiefsGloves', 'TFT_Item_IonicSpark', 'TFT_Item_IonicSpark']","['TFT7_DragonPurple', 2, 'TFT4_Item_OrnnDeathsDefiance', 'TFT_Item_TitansResolve', 'TFT_Item_InfinityEdge']","['TFT7_Sona', 2, 'TFT_Item_SpearOfShojin', 'TFT_Item_Morellonomicon', 'TFT_Item_ArchangelsStaff']","['TFT7_TrainerDragon', 4, 'TFT7_Item_TrainerSnax', 'noItems', 'noItems']",,,
77,TFT7_Augment_MikaelsGift,TFT6_Augment_ThrillOfTheHunt1,TFT6_Augment_WindfallPlusPlus,3,"['TFT7_Heimerdinger', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Tristana', 2, 'TFT_Item_Deathblade', 'noItems', 'noItems']","['TFT7_Lulu', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Sylas', 2, 'TFT_Item_LocketOfTheIronSolari', 'TFT_Item_LocketOfTheIronSolari', 'TFT_Item_Morellonomicon']","['TFT7_DragonPurple', 2, 'TFT_Item_Bloodthirster', 'TFT_Item_MadredsBloodrazor', 'TFT_Item_GuinsoosRageblade']","['TFT7_Zoe', 1, 'TFT_Item_JeweledGauntlet', 'TFT_Item_LocketOfTheIronSolari', 'TFT_Item_SeraphsEmbrace']","['TFT7_Bard', 2, 'TFT_Item_ChainVest', 'noItems', 'noItems']","['TFT7_TrainerDragon', 4, 'TFT7_Item_TrainerSnax', 'noItems', 'noItems']",,
78,TFT6_Augment_SecondWind1,TFT7_Augment_RagewingScorch,TFT6_Augment_Ascension,7,"['TFT7_Gnar', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Ashe', 2, 'TFT_Item_SpearOfShojin', 'noItems', 'noItems']","['TFT7_Swain', 2, 'TFT_Item_GuinsoosRageblade', 'TFT_Item_StatikkShiv', 'noItems']","['TFT7_Hecarim', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Neeko', 1, 'TFT_Item_RedBuff', 'TFT_Item_GargoyleStoneplate', 'noItems']","['TFT7_Xayah', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Shyvana', 1, 'TFT_Item_Morellonomicon', 'TFT_Item_RabadonsDeathcap', 'TFT_Item_JeweledGauntlet']",,,
79,TFT6_Augment_TrueTwos,TFT6_Augment_TomeOfTraits1,TFT7_Augment_ShimmerscaleTrait,5,"['TFT7_Aatrox', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Thresh', 2, 'TFT7_Item_ShimmerscaleEmblemItem', 'noItems', 'noItems']","['TFT7_Kayn', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Volibear', 2, 'TFT_Item_JeweledGauntlet', 'TFT_Item_InfinityEdge', 'TFT_Item_Morellonomicon']","['TFT7_Corki', 2, 'TFT_Item_Quicksilver', 'TFT_Item_GuinsoosRageblade', 'TFT7_Item_ShimmerscaleDravensAxe']","['TFT7_DragonGold', 2, 'TFT_Item_IonicSpark', 'TFT7_Item_ShimmerscaleMogulsMail', 'TFT_Item_Redemption']","['TFT7_Zoe', 1, 'TFT_Item_SpearOfShojin', 'TFT7_Item_ShimmerscaleCrownOfChampions', 'TFT7_Item_ShimmerscaleDiamondHands']",,,
80,TFT7_Augment_Preparation2,TFT6_Augment_MaxLevel10,TFT6_Augment_CelestialBlessing2,8,"['TFT7_Vladimir', 3, 'TFT7_Item_MysticEmblemItem', 'noItems', 'noItems']","['TFT7_Skarner', 3, 'noItems', 'noItems', 'noItems']","['TFT7_Nidalee', 3, 'noItems', 'noItems', 'noItems']","['TFT7_Nami', 3, 'TFT_Item_ArchangelsStaff', 'TFT_Item_NeedlesslyLargeRod', 'noItems']","['TFT7_Varus', 3, 'TFT_Item_Deathblade', 'TFT_Item_GuinsoosRageblade', 'TFT_Item_MadredsBloodrazor']","['TFT7_Illaoi', 3, 'TFT_Item_WarmogsArmor', 'TFT_Item_FrozenHeart', 'noItems']","['TFT7_AurelionSol', 1, 'noItems', 'noItems', 'noItems']",,,
81,TFT6_Augment_RichGetRicher,TFT6_Augment_Electrocharge1,TFT6_Augment_ComponentGrabBag,1,"['TFT7_Kayn', 2, 'TFT_Item_MadredsBloodrazor', 'noItems', 'noItems']","['TFT7_Volibear', 2, 'TFT_Item_ThiefsGloves', 'TFT_Item_RunaansHurricane', 'TFT_Item_TitanicHydra']","['TFT7_Corki', 2, 'TFT_Item_GuinsoosRageblade', 'TFT_Item_SpearOfShojin', 'TFT7_Item_ShimmerscaleEmblemItem']","['TFT7_DragonGold', 2, 'TFT_Item_RedBuff', 'TFT_Item_GargoyleStoneplate', 'TFT_Item_GargoyleStoneplate']","['TFT7_Zoe', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Yasuo', 2, 'TFT_Item_HextechGunblade', 'TFT7_Item_ShimmerscaleDravensAxe', 'TFT7_Item_ShimmerscaleEmblemItem']","['TFT7_Bard', 1, 'TFT_Item_PowerGauntlet', 'TFT_Item_ZekesHerald', 'TFT_Item_Zephyr']","['TFT7_Soraka', 2, 'TFT7_Item_ShimmerscaleEmblemItem', 'TFT_Item_LastWhisper', 'noItems']",,
82,TFT6_Augment_ForceOfNature,TFT7_Augment_FirstAidKit2,TFT6_Augment_Diversify2,2,"['TFT7_Karma', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Lulu', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Swain', 2, 'TFT_Item_TitanicHydra', 'noItems', 'noItems']","['TFT7_Neeko', 2, 'TFT_Item_Redemption', 'TFT_Item_BrambleVest', 'TFT_Item_DragonsClaw']","['TFT7_DragonGreen', 2, 'TFT_Item_Bloodthirster', 'TFT_Item_TitansResolve', 'TFT_Item_HextechGunblade']","['TFT7_Zoe', 1, 'TFT_Item_SpearOfShojin', 'TFT_Item_Chalice', 'noItems']","['TFT7_Yasuo', 1, 'TFT_Item_TitansResolve', 'TFT_Item_WarmogsArmor', 'noItems']","['TFT7_Soraka', 1, 'noItems', 'noItems', 'noItems']",,
83,TFT7_Augment_CursedCrown,TFT6_Augment_CelestialBlessing1,TFT6_Augment_TargetDummies,4,"['TFT7_Elise', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Ryze', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Sylas', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Neeko', 2, 'TFT_Item_Morellonomicon', 'TFT_Item_ZekesHerald', 'TFT_Item_JeweledGauntlet']","['TFT7_DragonPurple', 2, 'TFT_Item_Bloodthirster', 'TFT_Item_InfinityEdge', 'TFT_Item_TitansResolve']","['TFT7_Zoe', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Yasuo', 2, 'TFT_Item_HextechGunblade', 'TFT_Item_TitansResolve', 'TFT_Item_GargoyleStoneplate']","['TFT7_Pyke', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Soraka', 1, 'noItems', 'noItems', 'noItems']",
84,TFT6_Augment_ThrillOfTheHunt1,TFT6_Augment_TinyTitans,TFT6_Augment_TomeOfTraits1,6,"['TFT7_LeeSin', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Volibear', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Ornn', 2, 'TFT_Item_BrambleVest', 'noItems', 'noItems']","['TFT7_Zoe', 1, 'TFT7_Item_TempestEmblemItem', 'TFT_Item_JeweledGauntlet', 'TFT7_Item_ShimmerscaleGoldmancersStaff']","['TFT7_Yasuo', 1, 'TFT_Item_Quicksilver', 'TFT_Item_Bloodthirster', 'noItems']","['TFT7_Bard', 1, 'TFT_Item_DragonsClaw', 'TFT7_Item_ShimmerscaleEmblemItem', 'noItems']","['TFT7_AoShin', 1, 'TFT_Item_GuardianAngel', 'TFT_Item_ArchangelsStaff', 'TFT_Item_ArchangelsStaff']",,,
85,TFT6_Augment_ItemGrabBag1,TFT6_Augment_Ascension,TFT6_Augment_PortableForge,3,"['TFT7_Gnar', 2, 'TFT_Item_Shroud', 'noItems', 'noItems']","['TFT7_Lulu', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Anivia', 2, 'TFT_Item_SpearOfShojin', 'TFT_Item_StatikkShiv', 'TFT_Item_ArchangelsStaff']","['TFT7_Neeko', 2, 'TFT4_Item_OrnnEternalWinter', 'TFT_Item_RedBuff', 'noItems']","['TFT7_DragonGreen', 2, 'TFT_Item_TitansResolve', 'TFT_Item_Bloodthirster', 'TFT_Item_RunaansHurricane']","['TFT7_Yasuo', 1, 'TFT_Item_UnstableConcoction', 'TFT_Item_FrozenHeart', 'TFT_Item_RedBuff']","['TFT7_Bard', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Soraka', 2, 'TFT_Item_Redemption', 'noItems', 'noItems']",,
86,TFT6_Augment_Meditation1,TFT7_Augment_Preparation2,TFT7_Augment_RevelEmblem2,8,"['TFT7_Senna', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Heimerdinger', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Heimerdinger', 1, 'noItems', 'noItems', 'noItems']","['TFT7_TahmKench', 2, 'TFT_Item_GargoyleStoneplate', 'TFT_Item_Redemption', 'noItems']","['TFT7_Jinx', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Sylas', 1, 'noItems', 'noItems', 'noItems']",,,,
87,TFT7_Augment_PandorasBench,TFT7_Augment_ShimmerscaleTrait,TFT6_Augment_CyberneticShell2,1,"['TFT7_Sett', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Kayn', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Swain', 2, 'TFT7_Item_ShimmerscaleGamblersBlade', 'TFT_Item_ArchangelsStaff', 'TFT_Item_GuinsoosRageblade']","['TFT7_Volibear', 2, 'TFT_Item_Morellonomicon', 'noItems', 'noItems']","['TFT7_Neeko', 1, 'noItems', 'noItems', 'noItems']","['TFT7_DragonGold', 3, 'TFT_Item_RedBuff', 'TFT_Item_DragonsClaw', 'TFT7_Item_ShimmerscaleMogulsMail']","['TFT7_Zoe', 1, 'TFT_Item_UnstableConcoction', 'TFT_Item_PowerGauntlet', 'TFT7_Item_ShimmerscaleHeartOfGold']","['TFT7_Soraka', 2, 'TFT_Item_RapidFireCannon', 'TFT_Item_SeraphsEmbrace', 'noItems']",,
88,TFT6_Augment_SecondWind1,TFT6_Augment_ComponentGrabBag,TFT7_Augment_MageEmblem,4,"['TFT7_Heimerdinger', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Lulu', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Sylas', 2, 'TFT_Item_IonicSpark', 'noItems', 'noItems']","['TFT7_DragonPurple', 2, 'TFT_Item_TitansResolve', 'TFT_Item_GuinsoosRageblade', 'TFT_Item_Bloodthirster']","['TFT7_Sona', 3, 'TFT_Item_ArchangelsStaff', 'TFT_Item_UnstableConcoction', 'TFT7_Item_MageEmblemItem']","['TFT7_Zoe', 1, 'TFT_Item_RecurveBow', 'noItems', 'noItems']","['TFT7_Yasuo', 1, 'TFT_Item_GuardianAngel', 'TFT_Item_Quicksilver', 'TFT_Item_InfinityEdge']","['TFT7_TrainerDragon', 2, 'TFT7_Item_TrainerSnax', 'noItems', 'noItems']",,
89,TFT6_Augment_TomeOfTraits1,TFT6_Augment_TriForce1,TFT6_Augment_TriForce3,5,"['TFT7_Thresh', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Shen', 2, 'TFT7_Item_ScalescornEmblemItem', 'noItems', 'noItems']","['TFT7_Braum', 3, 'noItems', 'noItems', 'noItems']","['TFT7_Olaf', 3, 'TFT_Item_Bloodthirster', 'TFT_Item_GuinsoosRageblade', 'TFT_Item_TitansResolve']","['TFT7_Sylas', 2, 'TFT_Item_ZekesHerald', 'TFT_Item_PowerGauntlet', 'noItems']","['TFT7_Diana', 2, 'TFT_Item_NegatronCloak', 'TFT_Item_StatikkShiv', 'TFT_Item_GuardianAngel']","['TFT7_Ornn', 1, 'noItems', 'noItems', 'noItems']",,,
90,TFT6_Augment_SecondWind2,TFT6_Augment_RadiantRelics,TFT6_Augment_Recombobulator,4,"['TFT7_Qiyana', 2, 'TFT_Item_Shroud', 'noItems', 'noItems']","['TFT7_Shen', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Twitch', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Hecarim', 2, 'TFT_Item_LocketOfTheIronSolari', 'TFT5_Item_SunfireCapeRadiant', 'TFT_Item_GargoyleStoneplate']","['TFT7_Talon', 2, 'TFT_Item_MadredsBloodrazor', 'noItems', 'noItems']","['TFT7_Xayah', 2, 'TFT_Item_LastWhisper', 'TFT_Item_Quicksilver', 'TFT_Item_GuinsoosRageblade']","['TFT7_Ornn', 1, 'TFT_Item_JeweledGauntlet', 'TFT_Item_Morellonomicon', 'noItems']","['TFT7_Bard', 1, 'noItems', 'noItems', 'noItems']",,
91,TFT6_Augment_TrueTwos,TFT7_Augment_JadeTrait2,TFT7_Augment_PandorasBench,5,"['TFT7_Gnar', 3, 'TFT_Item_LastWhisper', 'noItems', 'noItems']","['TFT7_Lulu', 2, 'TFT_Item_TearOfTheGoddess', 'noItems', 'noItems']","['TFT7_Anivia', 1, 'TFT_Item_Morellonomicon', 'TFT_Item_ArchangelsStaff', 'noItems']","['TFT7_Neeko', 2, 'TFT_Item_GargoyleStoneplate', 'noItems', 'noItems']","['TFT7_DragonGreen', 2, 'TFT_Item_TitansResolve', 'TFT_Item_GuardianAngel', 'TFT_Item_GuinsoosRageblade']","['TFT7_Yasuo', 2, 'TFT_Item_UnstableConcoction', 'TFT_Item_TitansResolve', 'noItems']",,,,
92,TFT6_Augment_SecondWind2,TFT6_Augment_TinyTitans,TFT6_Augment_WindfallPlusPlus,2,"['TFT7_Karma', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Ashe', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Nunu', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Swain', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Volibear', 2, 'TFT7_Item_MirageEmblemItem', 'TFT_Item_RedBuff', 'TFT_Item_TitanicHydra']","['TFT7_Neeko', 2, 'TFT_Item_DragonsClaw', 'TFT_Item_GargoyleStoneplate', 'TFT_Item_RedBuff']","['TFT7_DragonBlue', 2, 'TFT7_Item_DragonmancerEmblemItem', 'TFT_Item_ArchangelsStaff', 'noItems']","['TFT7_Yasuo', 2, 'TFT_Item_Quicksilver', 'TFT_Item_Bloodthirster', 'TFT_Item_HextechGunblade']",,
93,TFT6_Augment_Electrocharge2,TFT6_Augment_Diversify3,TFT6_Augment_SecondWind1,3,"['TFT7_Tristana', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Lulu', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Corki', 2, 'TFT_Item_StatikkShiv', 'TFT_Item_LastWhisper', 'TFT7_Item_MirageEmblemItem']","['TFT7_Sona', 2, 'noItems', 'noItems', 'noItems']","['TFT7_Yasuo', 1, 'TFT_Item_Deathblade', 'TFT_Item_WarmogsArmor', 'TFT_Item_Bloodthirster']","['TFT7_Bard', 1, 'noItems', 'noItems', 'noItems']","['TFT7_Shyvana', 1, 'TFT_Item_Bloodthirster', 'TFT_Item_JeweledGauntlet', 'TFT_Item_FrozenHeart']","['TFT7_Soraka', 2, 'noItems', 'noItems', 'noItems']","['TFT7_TrainerDragon', 3, 'TFT7_Item_TrainerSnax', 'noItems', 'noItems']",
